resourceIdentifier,resourceName,proponent,protocolCategories,protocolSubCategories,protocols,resourceStatus,country,region,estAnnualEmissionReductions,version,projectRegistrationDate,creditingPeriodStartDate,creditingPeriodEndDate,createDate
689,"Reforestation of degraded land in Chhattisgarh, India",Prakash Industries Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0002,Late to verify,India,Asia,5007,VCS Version 3,2020-04-06,2002-06-15,2066-06-14,2016-12-22
737,"TIST Program in Kenya, VCS 005",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Kenya,Africa,86694,VCS Version 3,2020-06-04,2004-01-01,2033-12-31,2016-12-22
487,"210 MW Musi Hydro Power Plant, Bengkulu",PT. PLN (Persero),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Indonesia,Asia,953128,VCS Version 3,2020-04-06,2016-08-01,2026-07-31,2016-12-21
688,Wayang Windu Phase 2 Geothermal Power Project,Star Energy Geothermal (Wayang Windu) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Indonesia,Oceania,794832,VCS Version 3,2020-04-06,,,2016-12-20
1077,Cerro de Hula Wind Project,"Energia Eolica de Honduras, S.A.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Honduras,Latin America,226978,VCS Version 3,2020-04-06,,,2016-12-16
1085,EcoPlanet Bamboo Central America - Reforestation Project,"EcoPlanet Bamboo Group, LLC",Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Nicaragua,Latin America,40815,VCS Version 3,2020-04-06,2011-06-01,2031-05-31,2016-12-15
1118,Suruí Forest Carbon Project,Metareilá Association of the Suruí Indigenous P'pl,Agriculture Forestry and Other Land Use,REDD,VM0015,Late to verify,Brazil,Latin America,247460,VCS Version 3,2020-04-06,2009-06-09,2039-06-08,2016-12-15
1113,The Valparaiso Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,Latin America,153853,VCS Version 3,2020-04-06,2011-03-19,2041-03-18,2016-12-15
665,"Multi-Species Reforestation in Mato Grosso, Brazil",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0006,Registered,Brazil,Latin America,15512,VCS Version 3,2020-04-06,1999-11-01,2039-10-31,2016-12-15
1285,New Leaf Carbon Project,Tasmanian Land Conservancy,Agriculture Forestry and Other Land Use,IFM; REDD,VM0010,Late to verify,Australia,Oceania,43106,VCS Version 3,2014-03-19,2020-10-20,2030-10-19,2016-12-15
904,"Reduced Emissions from Deforestation and Degradation in Community Forests – Oddar Meanchey, Cambodia",Royal Government of Cambodia-Forestry Admin,Agriculture Forestry and Other Land Use,REDD,VM0006,Late to verify,Cambodia,Asia,204792,VCS Version 3,2020-04-06,2008-02-28,2038-02-27,2016-12-15
607,Darkwoods Forest Carbon Project,Nature Conservancy of Canada,Agriculture Forestry and Other Land Use,IFM,VM0012,Verification approval requested,Canada,North America,124847,VCS Version 3,2020-04-06,2008-04-01,2108-03-31,2016-12-15
738,"Carbon Project in the Emas-Taquari Biodiversity Corridor, Goiás and Mato Grosso do Sul, Brazil",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Brazil,Latin America,6870,VCS Version 3,2020-04-06,2010-12-06,2040-12-05,2016-12-15
1596,"The Juma Sustainable Development Reserve Project: Reducing Greenhouse Gas Emissions from Deforestation and Forest Degradation plus forest management in the State of Amazonas, Brazil",Fundação Amazonas Sustentável - FAS,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration requested,Brazil,Latin America,238530,VCS Version 3,,,,2016-12-15
796,"Alto Huayabamba: Carbon Dioxide sequestration through reforestation with small-scale farmers in Peru, San Martin Region",The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Peru,Latin America,4844,VCS Version 3,2020-04-06,2008-04-01,2048-03-31,2016-12-15
1343,Kuzuko Lodge Private Game Reserve thicket restoration project,Spekboom Trading (Pty) Ltd,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Late to verify,South Africa,Africa,44206,VCS Version 3,2020-04-06,2014-01-01,2067-12-31,2016-12-15
812,Bull Run Overseas Forest Carbon Project,Bull Run Overseas Ltd.,Agriculture Forestry and Other Land Use,REDD,VM0007,Late to verify,Belize,Latin America,12315,VCS Version 3,2020-04-06,2009-01-01,2038-12-31,2016-12-15
838,Tensas River Basin Project,The Nature Conservancy,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Late to verify,United States,North America,1196,VCS Version 3,2020-04-06,2007-11-16,2077-11-15,2016-12-15
856,The Chocó-Darién Conservation Corridor REDD Project,Anthrotect S.A.S.,Agriculture Forestry and Other Land Use,REDD,VM0009,Late to verify,Colombia,Latin America,80938,VCS Version 3,2020-04-06,2010-10-18,2040-10-17,2016-12-15
1587,Fatma WEPP,Derne Temiz Enerji A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Turkey,Asia,110484,VCS Version 3,2021-06-11,2016-10-21,2026-10-20,2016-12-13
945,Chongqing Youyang County Youchou Hydropower Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,Asia,334000,VCS Version 3,2020-04-06,,,2016-12-09
1112,The Russas Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Brazil,Latin America,120147,VCS Version 3,2020-06-04,2011-03-17,2041-03-16,2016-12-09
877,"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Luogu Hydroelectric Project","Sichuan Huadian Xixi River Hydroelec. Dev. Co., Lt",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,Asia,176372,VCS Version 3,2012-08-10,,,2016-12-09
909,Grid Connected Wind Power Project in Tamil Nadu,Apraava Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,Asia,54105,VCS Version 3,2012-05-11,2020-07-02,2030-07-01,2016-12-07
514,Promoting Sustainable Development through Natural Rubber Tree Plantations in Guatemala,Negocios Energeticos de Occidente S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Guatemala,Latin America,46434,VCS Version 3,2020-04-06,2007-06-01,2049-05-31,2016-12-02
8,15 MW Wind Energy Project in Maharashtra,M/s D. J. Malpani,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,25848,VCS Version 3,2009-03-19,,,2016-11-30
1293,"14.4 MW Grid Connected Wind Power Project of Vaibhavlaxmi Clean Energy in Madhya Pradesh and Tamil Nadu, India",Vaibhavlaxmi Clean Energy LLP,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,45421,VCS Version 3,2020-04-06,,,2016-11-30
624,"15 MW Biomass Residue Based Power Project at Ghazipur, India",Sukhbir Agro Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,Asia,67259,VCS Version 3,2020-04-06,,,2016-11-30
927,"13.75 MW wind power project in Davangere, Karnataka, India",Sargam Retails Pvt. Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval requested,India,Asia,26475,VCS Version 3,2020-04-06,,,2016-11-30
1131,"13.65 MW Wind Power Project of Khatau Narbheram & Co. in Tamil Nadu, India.",KHATAU NARBHERAM & CO.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,26813,VCS Version 3,2013-09-06,,,2016-11-30
1159,"14.7 MW Bundled Wind Power Project in the state of Maharashtra and Rajasthan, India.",Gangadhar Narsingdas Agrawal (HUF),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,24288,VCS Version 3,2020-04-06,,,2016-11-30
1155,"14.70 MW Wind Power Project at Jath, Maharashtra",Agrawal Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,23411,VCS Version 3,2020-04-06,,,2016-11-30
630,13.65 MW Captive Wind Energy Project in Tirunelveli,Loyal Textiles Mills Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,16249,VCS Version 3,2020-04-06,,,2016-11-30
234,14 MW Wind Power Project in Maharashtra,Shah Promoters and Developers,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,21094,VCS Version 3,2009-12-08,2017-06-08,2027-06-07,2016-11-30
225,"15 MW bundled gird connected renewable energy project in Maharashtra, India.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,22203,VCS Version 3,2020-04-06,,,2016-11-30
314,"15 MW Bundled grid-connected wind electricity generation project in  Radhapuram Taluk of Tirunelveli District in Tamil Nadu, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,Asia,25305,VCS Version 3,2010-02-10,,,2016-11-30
365,"“20 MW biomass based cogeneration project” at Nelavoy Village, Andhra Pradesh, India",Sagar Sugars and Allied Products Limited,Manufacturing industries,,ACM0006,Late to verify,India,Asia,34019,VCS Version 3,2010-03-23,,,2016-11-30
962,Forteko afforestation on degraded grasslands under extensive grazing,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uruguay,Latin America,55965,VCS Version 3,2020-04-06,2007-07-31,2107-07-30,2016-11-30
1582,Wind Grouped project by Hero Future Energies Private Limited (EKIESL-VCS-Aug-16-03),Hero Future Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,Asia,171293,VCS Version 3,2017-06-08,,,2016-11-30
1583,Solar Grouped project by Hero Future Energies Private Limited (EKIESL-VCS-Aug-16-02),Clean Solar Power (Dhar) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,India,Asia,55242,VCS Version 3,,,,2016-11-30
1584,Solar VCS Project by RSMML (EKIESL-VCS -Nov 2016-01),Rajasthan State Mines & Minerals Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,8500,VCS Version 3,2017-02-11,,,2016-11-30
347,"8.5 MW Bundled grid-connected wind electricity generation project at Tirunelveli, Tamil Nadu, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,19456,VCS Version 3,2020-04-06,,,2016-11-29
628,Generation of electricity in Maharashtra from Bundled Wind Energy Project Activity,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,Asia,61494,VCS Version 3,2020-04-06,,,2016-11-28
1041,OAxaca IV Wind Energy Project,CE OAXACA CUATRO S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,Latin America,245015,VCS Version 3,2020-04-06,,,2016-11-28
1042,Oaxaca III Wind Energy Project,CE OAXACA TRES S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,Latin America,399288,VCS Version 3,2013-05-20,,,2016-11-28
1043,Oaxaca II Wind Energy Project,CE OAXACA DOS S. DE R.L. DE C.V.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mexico,Latin America,240159,VCS Version 3,2013-05-31,,,2016-11-28
610,"4.50 MW Akkihebbal Mini Hydel Scheme, Cauvery Hydro Energy Ltd., India",Cauvery Hydro Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,Asia,10000,VCS Version 3,2020-04-06,,,2016-11-23
477,20 MW Enercon Windfarms (SAI) Pvt. Limited in Maharashtra,Enercon (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,Asia,27593,VCS Version 3,2010-08-04,2017-05-01,2027-04-30,2016-11-23
417,P.S.C Starch Wastewater Treatment and Biogas Utilization Project,P.S.C. Starch Products Public Company Limited,Waste handling and disposal,,AMS-I.D.; AMS-III.H.,Late to verify,Thailand,Asia,36973,VCS Version 3,2020-04-06,,,2016-11-23
423,"2.225 MW wind power project in Tamil Nadu, India.",Frontline Corporation Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,4600,VCS Version 3,2020-04-06,,,2016-11-23
1168,"Kulera Landscape REDD+ Program for Co-Managed Protected Areas, Malawi",Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Late to verify,Malawi,Africa,210421,VCS Version 3,2020-04-06,2009-10-01,2039-09-30,2016-11-21
631,"13.25 MW Wind Power Generation by RMTL, in Kutch, Gujarat",Ratnamani Metals & Tubes Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,Asia,23960,VCS Version 3,2020-04-06,,,2016-11-17
369,"12.25 MW Bundled grid-connected wind electricity generation project, Tamil Nadu, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,27386,VCS Version 3,2010-03-24,,,2016-11-16
147,"9.75 MW WIND POWER PROJECT AT CHITRADURGA, KARNATAKA, INDIA BY ESWARI GROUP.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,19280,VCS Version 3,2020-04-06,,,2016-11-16
1580,Solar Grouped project by ACME Group (EKIESL-VCS-Aug-16-01),Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,India,Asia,730457,VCS Version 3,2020-04-06,,,2016-11-16
857,9.9 MW Bundled Wind Power Project in Maharashtra by REI Agro Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,Asia,15710,VCS Version 3,2012-07-12,,,2016-11-16
894,Yunnan Sinanjiang Hydropower Project,Yunnan Dianneng Sinanjiang Hydropower Development,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,Asia,696245,VCS Version 3,2012-09-14,,,2016-11-15
437,"12 MW Wind Power Project in Kutch, Gujarat",Gautam Freight Pvt. Ltd (GFPL),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,21699,VCS Version 3,2020-04-06,,,2016-11-15
311,"12.15 MW Wind Power Project located at Kutch, Gujarat",ERA LANDMARKS LTD,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,24497,VCS Version 3,2010-02-08,,,2016-11-15
1579,Renewable Energy Project in Rajasthan & Maharashtra,LNB Renewable Energy Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,Asia,25616,VCS Version 3,2017-01-20,,,2016-11-14
1578,15 MW Solar Photovoltaic Power Project at Gujarat,ACME Solar Technologies (Gujarat) Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,24520,VCS Version 3,2020-04-06,2022-03-13,2032-03-12,2016-11-10
432,"Xiaoshan Power Plant’s NG Power Generation Project of Zhejiang Southeast Electric Power Co., Ltd.","Zhejiang Southeast Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,Asia,937067,VCS Version 3,2020-04-06,,,2016-11-10
400,"Zhejiang Provincial Energy Group Zhenhai Natural Gas Power Generation Co., Ltd.’s NG Power Generation Project","Zhejiang Southeast Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0029,Registered,China,Asia,937067,VCS Version 3,2020-04-06,2017-01-09,2027-01-08,2016-11-10
911,Grid Connected Wind Energy Project in Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,Asia,108219,VCS Version 3,2020-06-04,2020-06-25,2030-06-24,2016-11-10
1577,Fujian Yong’an Improved Forest Management Project,"Yong’an Forestry Bureau of Fujian province, P.R.China",Agriculture Forestry and Other Land Use,IFM,VM0010,On Hold - see notification letter,China,Asia,57455,VCS Version 3,2020-04-06,2011-07-01,2031-06-30,2016-11-07
1161,Bali Landfill Gas Recovery to Electricity Project,Environmental Protection Bureau of Taipei County,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Taiwan,Asia,1574,VCS Version 3,2020-04-06,,,2016-11-04
562,The Kasigau Corridor REDD Project – Phase I Rukinga Sanctuary,Wildlife Works Carbon LLC,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Kenya,Africa,251432,VCS Version 3,2020-06-04,2005-01-01,2034-12-31,2016-11-02
1023,Grid Connected Wind Power Project by M/s Giriraj Enterprises in Madhya Pradesh,M/s Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval requested,India,Asia,23859,VCS Version 3,2014-01-14,,,2016-11-02
988,“Hot Air Generation Using Renewable Biomass Fuel for Spray Drying Application in Orient Ceramics & Industries Limited (OCIL)”,Orient Bell Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,Asia,10612,VCS Version 3,2013-03-07,,,2016-10-31
801,"10 MW Biomass Based Power Generation Project by Rake Power Limited at Ramtek, Nagpur",Rake Power Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,40244,VCS Version 3,2020-04-06,,,2016-10-31
731,“Bundle-V bundled grid connected wind power project in the state of Gujarat”,RESURGE ENERGY PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,Asia,31220,VCS Version 3,2020-04-06,,,2016-10-31
564,"12 MW Grid connected Wind Power Project, Gujarat State, India",Ansal Properties & Infrastructure Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,Asia,21000,VCS Version 3,2020-04-06,,,2016-10-31
566,10 MW Wind Power Project in Maharashtra by Deepak Fertilizers and Petrochemicals Corporation Limited,Deepak Fertilisers and Petrochemical Corp. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,Asia,14313,VCS Version 3,2020-04-06,,,2016-10-31
619,15 MW Grid Connected Renewable Energy Wind Turbine in Karnataka,MINERAL ENTERPRISES LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,Asia,32275,VCS Version 3,2020-04-06,,,2016-10-31
